,text
450536,karbysheva kherson elevator kherson ukraine
450660,ukraine ukraine tank shot at the leader of the shooting during today's battle in borodyanka
450672,⭕️ our army attacks only military facilities civilians will not be harmed - putin look who is actually attacked by the russian army the woman's legs are broken kharkiv kharkiv today ukraine ukrainerussiawar warinukraine
450713,Kherson HBK Russian invaders nightmare civilians russiaukrainewar
450731,"and Biden warned you that the earth did not freeze, sailed vsrf russiaukrainewar"
450734,these babies are some kind of facepalm vsrf russiaukrainewar
450758,chanted no war in murino as a friend from murino metro devyatkino st. petersburg told me garbage trucks go back and forth along mendeleev boulevard russia
450759,"and Biden warned you that the earth did not freeze, sailed vsrf russiaukrainewar"
450762,"and Biden warned you that the earth did not freeze, sailed vsrf russiaukrainewar"
450807,these babies are some kind of facepalm vsrf russiaukrainewar
450843,putin look how sinewy ukraine fc putin russia ukraine russia ukraina russia stop putin putinhitler standwithukraine putinwarcriminal stopwar
450875,Kupyansk Kharkiv region Russian occupiers throw smoke vents on civilians russiaukrainewar
450932,novosibirsk your riot police take your dead from us russia
450955,Kharkiv region APU lead prisoners russiaukrainewar
450959,"Members of the United Nations Diplomatic Mission in the United Nations was ordered to leave the United States until March after they were accused of being ""NEWS UKRAINE FREEPALESTINE UKRAINE Putin الالاوكرانيةانيةالالاوكرانيةالرالالالالالالالالالالالالالالالالالالالدالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالدال"
451008,soon they will immediately start shooting to kill russiaukrainewar vsrf
451024,these babies are some kind of facepalm vsrf russiaukrainewar
451059,Kharkiv region APU lead prisoners russiaukrainewar
451084,Russian soldiers in Ahue ukraine russia war ukraine war putin no war
451225,these babies are some kind of facepalm vsrf russiaukrainewar
451260,these babies are some kind of facepalm vsrf russiaukrainewar
451261,these babies are some kind of facepalm vsrf russiaukrainewar
451310,these babies are some kind of facepalm vsrf russiaukrainewar
451318,rianru these babies are some kind of facepalm vsrf russiaukrainewar
451334,these babies are some kind of facepalm vsrf russiaukrainewar
451444,these babies are some kind of facepalm vsrf russiaukrainewar
451451,butch citizens keep calm everything is under control russiaukrainewar
451504,rianru these babies are some kind of facepalm vsrf russiaukrainewar
451511,suitcase Sumy region brave Russian warriors abandoned their equipment and fucked off russiaukrainewar
451672,Kharkiv region APU lead prisoners russiaukrainewar
451685,tassagency russian officers do not agree to go to ukraine do not become accomplices in war crimes do not let yourself be tied with blood ukrainerussiawar russianarmy russiaukrainewar russiaukraineconflict ukraine ukraine russia putin putin russian federation
451739,Kharkiv region APU lead prisoners russiaukrainewar
451765,large chain stores in Poland such as biedronka carrefour żabka and rossmann are removing Belarusian and Russian goods from the shelves stopwarinukraine ukraine russiaukraine war russianaggression
451878,these babies are some kind of facepalm vsrf russiaukrainewar
451888,these babies are some kind of facepalm vsrf russiaukrainewar
451919,these babies are some kind of facepalm vsrf russiaukrainewar
451954,do not repeat the tragic story what humanity learned years ago nuclear weapons should never be mentioned how many people in hiroshima and nagasaki suffered at the end of the war putin will never know russia ukraine stopwar
451966,these babies are some kind of facepalm vsrf russiaukrainewar
452000,Russian soldiers shot an elderly Ukrainian couple who were driving home Russians say I have never been so ashamed of my country's actions in my life kyiv ukraine nowar stopwar russia gloryukrainerussiawar kharkiv
452044,"Kyiv region, presumably, a Russian helicopter was shot down over the reservoir, one dived beautiful russiaukrainewar"
452082,ukrainian works kyiv bank of russia standwithukraine zelensky yaagainstwar zenitrubin medinsky paypal yesvictory of carnival with carnival russia swift negotiations fifa putin putin putin swift twitter stopwar nowar russia ukraine stopthewar in Kyiv ukraine anti-alarm
452083,"Abandoned with full ammunition Russian ATGM ""storm s"" russiaukrainewar RF Armed Forces"
452166,ukrainian works kyiv bank of russia standwithukraine zelensky yaagainstwar zenitrubin medinsky paypal yesvictory of carnival with carnival russia swift negotiations fifa putin putin putin swift twitter stopwar nowar russia ukraine stopthewar in Kyiv ukraine anti-alarm
452351,these babies are some kind of facepalm vsrf russiaukrainewar
452360,ukrainian works kyiv bank of russia standwithukraine zelensky yaagainstwar zenitrubin medinsky paypal yesvictory of carnival with carnival russia swift negotiations fifa putin putin putin swift twitter stopwar nowar russia ukraine stopthewar in Kyiv ukraine anti-alarm
452372,these babies are some kind of facepalm vsrf russiaukrainewar
452425,Kherson maps from an armored personnel carrier abandoned on the Antonovsky bridge russiaukrainewar
452445,"and Biden warned you that the earth did not freeze, sailed vsrf russiaukrainewar"
452526,Ukrainian why they shot at us Russian I don’t know another prisoner Buryat very young year of birth kyiv ukraine nowar stopwar russia gloryUkraine ukrainerussiawar kharkiv kharkiv stopwarinukraine
452647,Kharkiv region APU lead prisoners russiaukrainewar
452673,these babies are some kind of facepalm vsrf russiaukrainewar
452677,these babies are some kind of facepalm vsrf russiaukrainewar
452692,ukrainian works kyiv bank of russia standwithukraine zelensky yaagainstwar zenitrubin medinsky paypal yesvictory of carnival with carnival russia swift negotiations fifa putin putin putin swift twitter stopwar nowar russia ukraine stopthewar in Kyiv ukraine anti-alarm
452702,yavkino nikolaev region russian occupier thinks that this is his land russiaukrainewar
452744,trostyanets Sumy region abandoned and destroyed equipment of the Kantemirov division
452779,trostyanets Sumy region abandoned and destroyed equipment of the Kantemirov division
452795,these babies are some kind of facepalm vsrf russiaukrainewar
453055,ukraine ukraine two captured Russian Osa air defense systems were transported by volunteers to the base of the Ukrainian army
453243,chinese state news agency news anchor wears the colors of the ukrainian flag ukraine ukraine stopwar fckputin
453251,ukraine ukraine two captured Russian Osa air defense systems were transported by volunteers to the base of the Ukrainian army
453510,stop the madness stop the war and the deaths of people whom I like to justify with a lie closing my eyes to those touched by pain that they lose their homes of innocent people whose dream is a clear sky and silence dg no war standwithukraine
453906,"the hands of Poroshenko and Zelensky are stained with the blood of the inhabitants of Donbassano, especially the hands of Poroshenko I will not forget his words our children will go to school and yours will sit in the basement donbass donbasswar donbasslivesmatter no war ukraine ukraine ukraine"
454058,chinese state news agency news anchor wears the colors of the ukrainian flag ukraine ukraine stopwar fckputin
454195,svetlana tikhanovskaya in ukrainian tvoni trying to prevent guys from being drafted and military operations in ukraine she said that chykchyryk had long lost the ability to do anything independently in his country belarus wake up standwithukraine no war stoprussia nіvіyni
454835,putin huylo ukraine russiawar ukraine putin war criminal stoprussia stopputinnow belarus
455197,these babies are some kind of facepalm vsrf russiaukrainewar
455564,about the APU SBU former Ukraine Ukraine Zelensky ukraine and Kharkiv Kharkiv
455654,how can you help if you are from moldova thread stopwar stopwarinukraine no war ukraina ukraina ukraine moldova
455721,these babies are some kind of facepalm vsrf russiaukrainewar
455792,belarus ukraine russia will not return ukraine neither fear nor iron strength and there is nowhere for it to take in stinking russia and russia like a corpse for a long time pretends to breathe mysteriously only the truth in russia no one will hear
455897,putin uses these teenagers for his cunning plans russian mothers where are you looking you have no conscience ukrainerussiawar stopputin stoprussia
456021,"and Biden warned you that the earth did not freeze, sailed vsrf russiaukrainewar"
456191,fuck they think if they demolish our TV we won't know what's going on dudes you've been killing us for a week now everyone knows what's going on you can show fake news on your own TV and so go fuck stopputin putinhitler ukraine
456306,ukraine ukraine invasion putin hitler putinisawarcriminal russian army while shopping in kherson supermarket
456769,it's not you rus it's us russia with russiaukrainewar
457063,Russian soldiers read a rap from SBU russiaukrainewar
457106,"I didn’t understand that he has an iron bowler hat on his head, not Donetsk-Kolugan mobiles, they accidentally threw it there riddle russiaukrainewar"
457313,russian tankers deserted misled lied to by kremlin misled deceived the kremlin time for them to choose their masters russia or ukraine time for them to choose their masters russia or ukraine
457588,we have a real historical event europarlen joined us live live from kyiv president zelenskyyua and chairman of uaparliament in the war zone is now tragic to all the incredible poweredbydglinc teams for making this possibleagakurant
457701,appeal to zelenskyyua we shed tears for our common home remembering the blood of our mothers and fathers do not shoot at my land on my rivers and lakes do not kindle a fire of hatred between countries russia belarus ukraine stopwar nowar
458474,Russian invaders are abandoning even the most combat-ready air defense systems designed to protect troops from air attacks now they will serve for good ukrainerussiawar fckputin putinhitler putinwarcriminal
459000,belarus ukraine russia punished itself with the corpses of its soldiers for its own conceit Russia the Kremlin coveted Ukraine but not to admire the lush flowers but to carry out reprisals and for this lost both honor and glory
459634,ukraine in konotop local residents show the Russian military occupiers what awaits them ahead better come back
459655,"don't look for me ""vkontakte"" in ""classmates"" we don't have potap and nastya in the region ukraine vk ok ukraina"
459733,captured Russian tankers standwithukraine stoprussianaggression russiainvadedukraine ukraine ukrainerussiawar stopwar ukraine
459755,ukraine in konotop local residents show the Russian military occupiers what awaits them ahead better come back
459767,russian ship fuck you standwithukraine ukraine
459945,ukraine two more enemy companies were destroyed a whole bus with invaders was taken prisoner
459958,a captured Russian serviceman of the SS Dikopols we were told that Zelensky had already signed the surrender and we just need to get to Kyiv to take up defense there and then we will come back full video russiaukrainewar
460109,"Russian students are expelled later, even the corpses are publicly dismembered like the corpses of Russian soldiers in Ukraine, no one cleans up nowar ukraine"
460151,Donetsk region Shirokino enemy in the village of pegov russiaukrainewar
460163,conflict between the uss and russia threatens nuclear war over ukraine
460204,ukraine ukraine two captured Russian Osa air defense systems were transported by volunteers to the base of the Ukrainian army
460378,englishukraine kiev bombed us they announced that the war had begun an old military song then the fascists bombed now russians ukraine ukraine kiev
460435,soon they will immediately start shooting to kill russiaukrainewar vsrf
460577,"Nikolaev before and after the arrival of the Russian world, the liberators speak to the civilian population do not shoot, no one asks for Russia and the Russians will never lose"
460626,these babies are some kind of facepalm vsrf russiaukrainewar
460772,volodymyrzelen kiev was bombed they announced to us that the war had begun an old military song then the fascists bombed now russians ukraine ukraine kiev
460950,ukraine ukraine the european parliament has just voted to accept ukraine as a candidate for full eu membership votes in favor against
461071,new kahovka it is not clear whose gun on the pumping station there is no one nearby even gypsies russiaukrainewar
461412,a captured Russian serviceman of the SS Dikopols we were told that Zelensky had already signed the surrender and we just need to get to Kyiv to take up defense there and then we will come back full video russiaukrainewar
461562,please share the arrival center at oranienburger straße berlinreinickendorf is the first point of contact for refugees from ukraine berlin ukraine berlinhilftukraine
461573,"Rashi has run out of orcs who else is ready to burn for a dement dwarf, we have enough bayraktars and you need it"
462169,ukraine in konotop local residents show the Russian military occupiers what awaits them ahead better come back
462292,"During the shelling of the TV tower in Kyiv by the Russian invaders, five people died, among them were not employees of the tower, but civilians against the war ukraine"
462314,Germans help defend Kyiv from Russians Volodputin before grandfather is not ashamed ukraine standwithukraine putinwarcriminal ukraina
462706,"""Kyiv Moscow baptized Kyiv Moscow and will sing"" Ukraine ukraine ukrainerussiawar russiaukraineconflict stopputin ukrainerussia warinukraine Kyiv kiev"
462770,polite people soldier of the russian army recommends hiding to a civilian ukraine ukrainewar
462881,"as a result of the shelling of yasinovataya, an apartment building of private houses was damaged by a construction technical school administration of the city of donbass donbasswar donbasslivesmatter no war ukraine ukraine ukraine stopzelensky"
463073,ukraine in konotop local residents show the Russian military occupiers what awaits them ahead better come back
463117,"interesting, but Rusnya is aware of how their valiant army covered their armored personnel carriers and tanks with women and children to try to enter Kyiv, oh, these kremlebots standwithukraine stoprussia stopputinnow ukrainerussiawar no war"
463120,industrial zone in mazyr belarus russian soldiers load the dead and wounded onto a special train back to russia today at least eight such military ambulance buses were seen in mozyr ukraine
463126,ukraine in konotop local residents show the Russian military occupiers what awaits them ahead better come back
463238,thanks ukraine people for constant threats against me and you know why i get them because i am russian thanks brothers i love you too i am not ashamed to be russian
463426,ukraine in konotop local residents show the Russian military occupiers what awaits them ahead better come back
463605,"Kharkov is a Russian-speaking city of Ukraine and right now, during the peace talks, Putin is destroying the Russian-speaking population of the city by shelling residential areas, this is the protection of the Russian-speaking population in Russian, we will never ever forgive Russia for all these deaths ukraine"
463614,ukraine in konotop local residents show the Russian military occupiers what awaits them ahead better come back
463643,ukraine ukraine the european parliament has just voted to accept ukraine as a candidate for full eu membership votes in favor against
463682,"berdyanskkupant explain that the world was before them, the war came with them ukraine potus kamillaragim stoprussianaggression washingtonpost nytimes stopputin stopwar stoptheattacks stopputinswar putinnerrossia putinrussianhitler putinnast putinin the hahaha"
463979,cowardly russiaukraine
464118,rentvchannel and these are civilians near the TV tower that you bombed only in Ukraine they don’t really watch TV you are worse than the Nazis because stupid sheep and sheep will also answer for everyone you and your fucking putin so that he himself has already begun to save the creatures russian russia ukriane ukrainerussiawar
464169,these babies are some kind of facepalm vsrf russiaukrainewar
464274,Nord Stream Operator Company Declared Bankruptcy All over Russia there will be bankruptcy and desolation only because the fucker decided to make war Russians you can still demolish this scum go to the square go to the streets russiaukraine warcrimes
464597,these babies are some kind of facepalm vsrf russiaukrainewar
464653,"wirtschaftswoche germany a number of EU countries closed the skies for Russian aircraft in response, russia closed the skies and air transit for countries german aviation business is already suffering huge losses"
464774,these babies are some kind of facepalm vsrf russiaukrainewar
464821,these babies are some kind of facepalm vsrf russiaukrainewar
464883,can I quietly leave for the forest with Russian anti-aircraft gunners dergachi Kharkov region abandoned Tunguska air defense missile system or two russiaukrainewar
465002,these babies are some kind of facepalm vsrf russiaukrainewar
465050,anti-alarm ukrainian works kyiv bank of russia standwithukraine zelensky yaagainstwar zenitrubin medinsky paypal yesvictory of carnival with carnival russia swift negotiations fifa putin putin putin swift twitter stopwar nowar russia ukraine stopthewar in Kyiv ukraine
465065,simple steps for Russians that we all need standwithukraine russiaukrainewar putinwarcriminal source
465090,anti-alarm ukrainian works kyiv bank of russia standwithukraine zelensky yaagainstwar zenitrubin medinsky paypal yesvictory of carnival with carnival russia swift negotiations fifa putin putin putin swift twitter stopwar nowar russia ukraine stopthewar in Kyiv ukraine
465139,russia ukraine moscow kyiv brothers in arms to hell with putin brothers in arms to hell with putin
465146,Kharkiv region APU lead prisoners russiaukrainewar
465229,anti-alarm ukrainian works kyiv bank of russia standwithukraine zelensky yaagainstwar zenitrubin medinsky paypal yesvictory of carnival with carnival russia swift negotiations fifa putin putin putin swift twitter stopwar nowar russia ukraine stopthewar in Kyiv ukraine
465300,"over the years, uzbekistan received more than a thousand evacuated children of russian ukrainians belarusians and so on throughout the country they restored tashkent destroyed after the earthquake the same russian ukrainians Belarusians now their descendants are fighting among themselves and everything goes to 🤷‍♂️"
465326,rat king of the rat state where you buried yourself in your hole get used to the land where your people huddled in their holes when you start to eat each other we are waiting for ukraine russia nowar
465356,these babies are some kind of facepalm vsrf russiaukrainewar
465612,simple steps for Russians that we all need standwithukraine russiaukrainewar putinwarcriminal source
465747,rentvchannel and these are civilians near the TV tower that you bombed only in Ukraine they don’t really watch TV you are worse than the Nazis because stupid sheep and sheep will also answer for everyone you and your fucking putin so that he himself has already begun to save the creatures russian russia ukriane ukrainerussiawar
465813,"⚡️ State Emergencies Service reports that as a result of the strike on the TV tower, people were killed, non-employees of the TV tower were also injured."
465864,"wirtschaftswoche germany a number of EU countries closed the skies for Russian aircraft in response, russia closed the skies and air transit for countries german aviation business is already suffering huge losses"
465888,"wirtschaftswoche germany a number of EU countries closed the skies for Russian aircraft in response, russia closed the skies and air transit for countries german aviation business is already suffering huge losses"
466105,belarusmid belembassyaz belarusembukr atnbtrc onttvchannel ctvby rianru tassagency sbbytoday beltanews belarus lukashenko and russia putin go fuck belarus fuckrussia standwithukraine ukrainerussianwar
466294,russiaukraine i see a lot of messages that the russians are praying for ukraine and how do you help the ukrainian atheists who are fucked by your mumbling
466327,this is how the “liberation” of Kharkov looks like on a Russian-speaking city where Putin is waging war against the civilian population of Ukraine no war Ukraine stoprussia no war
466329,sbbytoday belembassyaz belarus lukashenko and russia putin go fuck yourself fuckbelarus fuckrussia standwithukraine ukrainerussianwar
466505,no war stopputin ukraine please hold on
466508,belarus mid belembassy az belarus embukr
466526,Russians take green ribbons and hang them around the city it's safer create the effect of mass character let there be a whole city in them russia moscow peter putinhuilo stopputin stopwarinukraine
466543,went to a solitary picket
466573,canada closes its ports and inland waters to russian ships ukraine russia aggressionrussia invasionrussia warrussia with ukraine stoprussia
466588,"usa europe ukraine nato eu I look at his hairs moving and the cap is lying and he has neither arms nor legs it was just a stump, said the boy's grandmother Natalya Terentyeva Vladika was killed by Ukrainian fascists, who are now supported by both Europe and the USA"
466707,belembassyaz belarus lukashenko and russia putin go fuck yourself fuckbelarus fuckrussia standwithukraine ukrainerussianwar
466727,putin fuck you russia fuck you war fuck you stopthewar closethesky standwithukraine
466909,sbbytoday belembassyaz belarus lukashenko and russia putin go fuck yourself fuckbelarus fuckrussia standwithukraine ukrainerussianwar
466955,canada closes its ports and inland waters to russian ships ukraine russia aggressionrussia invasionrussia warrussia with ukraine stoprussia
467050,ukraine in konotop local residents show the Russian military occupiers what awaits them ahead better come back
467078,belarusmid belembassyaz sbbytoday atnbtrc onttvchannel beltanews belarusembukr belarus lukashenko and russia putin go fuck fuckbelarus fuckrussia standwithukraine ukrainerussianwar
467108,russia wake up your president wants to destroy the hagia sophia in kiev but you won't destroy us russiabombedukraine russiacountrykiller russiakills stopwarinukraine stopputin stopwar
467184,"I rummaged around in my gallery and found memes that at some point I collected, so the thread of memes with anonymous ones is one of the heroes of this year"
467280,belarusmid belembassyaz beltanews onttvchannel atnbtrc sbbytoday
467351,"I recommend to watch all the residents of Russia who somehow get on my account, as well as the extreme releases of Maksimkats nowar stopwarinukraine stopputin"
467438,message to paste into your google reviews standwithukraine stopputin nowar it was good however putin ruined our mood by invading ukraine rise up against your dictator stop killing innocent people your government is lying to you rise up
467466,belarusmid belembassyaz belarusembukr sbbytoday atnbtrc onttvchannel beltanews belarus lukashenko and russia putin fuck fuckbelarus fuckrussia standwithukraine ukrainerussianwar
467469,will there be sanctions against Kazakhstan stopputin
467525,canada closes its ports and inland waters to russian ships ukraine russia aggressionrussia invasionrussia warrussia with ukraine stoprussia
467720,"Attention to all Russians, the Russian Federation is going to launch a fake in the coming days that Ukraine has surrendered, this is fake, we will tear our teeth with our teeth and tear our heads off with our hands, but we will not give up, please spread stoprussia ukraine ukrainerussia no war Ukraine ukraineunderattack"
467754,"ukraine a captured occupant who was abandoned by the Russians who are abandoned, and they also shoot and bomb peaceful cities of women and children, the occupier claims that he allegedly did not shoot"
467793,anti-alarm ukrainian works kyiv bank of russia standwithukraine zelensky yaagainstwar zenitrubin medinsky paypal yesvictory of carnival with carnival russia swift negotiations fifa putin putin putin swift twitter stopwar nowar russia ukraine stopthewar in Kyiv ukraine
467871,please share the arrival center at oranienburger straße berlinreinickendorf is the first point of contact for refugees from ukraine berlin ukraine berlinhilftukraine
468023,simple steps for Russians that we all need standwithukraine russiaukrainewar putinwarcriminal source
468057,russia belarus lukashenko and russia putin go fuck yourself fuckbelarus fuckrussia standwithukraine ukrainerussianwar
468253,russia russiabeyond rusheritageuk russiatrek russiatravelen cultrf rusartculture rsgov russiainsider russcultureclub rsgovuk belarus lukashenko and russia putin fuck fuckbelarus fuckrussia standwithukraine ukrainerussianwar
468270,two planes from Kharkov returned to Muscovy the same way that they came here where the hell is air defense zelenskyyua defenceu ukrainerussiawar ukrainerussiaconflict
468321,mfarussia russiainusa usembru usaporusski natomissionru russianembassyr rusmissioneu osce oscesmm russiaun missionrussian россия  путин  иди нахуй fuckbelarus fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
468362,cisrussia mfarussia russia putin fuck belarus fuck putin fuck russia standwithukraine ukrainerussianwar stopwarinukraine
468403,israelmidru mfarussia timesofisrael gkrussiahaifa россия путин иди нахуй fuckbelarus fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
468412,you are a balloon killer of children you will burst in ukraine you will drown in the blood of dead children ukriane the kremlin putin
468441,mfarussia osce rusembukraine rfosce osceru oscesmm euinrussia rusmissioneu natomissionru nato rusembusa russia putin fuckbelarus fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
468472,mfarussia nato russianembfinla finlandosce genconfinspb ulkoministerio embfinmoscow rusembno natomissionru usnato statedept россия  путин  иди нахуй fuckbelarus fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
468505,mfarussia nato natomissionru usnato natoporusski rusembusa russianembassyr rusmissioneu euinrussia missionrf jensstoltenberg россия  путин  иди нахуй fuckbelarus fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
468573,modrussia mfarussia russia putin fuck fuckbelarus fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
468645,"owners of telegram channels and other social networks spreading fake video posts about Russian prisoners of war, wait, we will find you anonymous russia"
468698,mfarussia embassyofrussia dircoza africanunion aucpaps rusembegypt umaroc rusembnam embrusbotswana embrusmoz rusconscapetown россия путин иди нахуй fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
468745,mfarussia mfabulgaria rusembbul vladkononov rvioru agasparyan rusconsvarna rusconsruse rfosce vsezapobedu россия путин иди нахуй fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
468794,mfarussia rusembest lvrusembas rusemblt rusembpl rusembno russianembfinla rusemblux ambrusromania russianalbania msimonyan россия  путин  иди нахуй fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
468841,Sumy Terodefense sends greetings to Russian occupiers no losses no losses no sumi sums army of Russia army of the Russian Federation Russian spring Russian army of the Russian Federation of Russia bombed Ukraine stop russia putinwarcriminal russiaukraine standwithukraine stopputin ukraina
468847,mfarussia rusembusa russianembassy rusbotschaft ambrusfrance missionrf missionrussian natomissionru statedept edipatstate rusmissioneu россия  путин  иди нахуй fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
468884,mfarussia rusembukraine ukrinosce mfaukraine rusmissioneu eueeas euinrussia modrussia rtcom sputnikint russia putin fuck putin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
469005,"Russian aircraft dropped a bomb on a residential building in the village of Borodyanka, Kiev region putinwarcriminal russiaukrainewar fckputin ukrainerussiawar"
469167,the ghost of Kyiv is alive the legendary ace was shot down but has already received a new plane and tested it in battle ukraine ukraine russianinvasion ukrainewar russiaukrainewar
469168,"and Biden warned you that the earth did not freeze, sailed vsrf russiaukrainewar"
469381,"and Biden warned you that the earth did not freeze, sailed vsrf russiaukrainewar"
469409,Kharkiv region APU lead prisoners russiaukrainewar
469541,mfarussia modrussia russiancouncil sovfedinfo stateduma rusembusa russianembassy rusembassyj missionrussian missionrf rfosce россия  путин  иди нахуй fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
469574,these babies are some kind of facepalm vsrf russiaukrainewar
469676,mfarussia russia putin go fuck fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
469808,mfarussia mohamedbinzayed rusembassyuae economyae uaemissiontoun mofaicuae abzayed uaeembmoscow rusembbah rusembkuw russiaqatar россия путин иди наху нахуй
469949,anti-alarm ukrainian works kyiv bank of russia standwithukraine zelensky yaagainstwar zenitrubin medinsky paypal yesvictory of carnival with carnival russia swift negotiations fifa putin putin putin swift twitter stopwar nowar russia ukraine stopthewar in Kyiv ukraine
469990,midkaliningrad mfarussia kaliningradreg россия путин иди нахуй fuckputin putin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
470074,Russian soldiers read a rap from SBU russiaukrainewar
470101,"kremlinrussia please stop killing people, citizens of ukraine and also citizens of russia, their blood and tear the whole earth in your hands, the court of god exists, we pray russia stopwarinukraine stoprussianaggression putin kremlinrussia kremlinrussiae plaidlavrov patriarhkirill"
470105,Sumy Terodefense sends greetings to Russian occupiers no losses no losses no sumi sums army of Russia army of the Russian Federation Russian spring Russian army of the Russian Federation of Russia bombed Ukraine stop russia putinwarcriminal russiaukraine standwithukraine stopputin ukraina
470124,these babies are some kind of facepalm vsrf russiaukrainewar
470138,appeal of captive soldiers to Russian mothers appeal of captive soldiers via youtube kiev ukraine war russia kherson attack putin
470250,"and Biden warned you that the earth did not freeze, sailed vsrf russiaukrainewar"
470270,"in russia, instructions were sent to all schools that in ukraine it was not a war goebbels was an amateur compared to the putler russia stopputin"
470403,complete collapse of the southern front APU special operation in ukraine in russia donbass eu europe ukraine russia donbass ukraine asu kiev kharkov odessa dnepr mariupol lvov zaporozhye dnr lnr kherson nikolaev
470648,simple steps for Russians that we all need standwithukraine russiaukrainewar putinwarcriminal source
470686,putin fuck you russia fuck you war fuck you stopthewar closethesky standwithukraine
470760,ukrtvi kremenchuk the day before photography ukraine ukrainians ukrainian kremenx weaxness andantesen
470879,kremlinrussia israel jews nazism ukrania kyiv israel istandwithukraine unitednations putinwarcriminal putinhitler putinnevermore חרטה היא המפתח שפותח כל מנעול
470990,"no matter what the background and context was, go now change boycott jobs go to rallies participate in the cyber war tell us what is going on ukrainerussianwar russia russianukrainianwar russianinvasion belarusian belarus"
471021,and here are the references to the scum that bombed kharkiv today stoprussia gloryukraine heroesglory
471078,message to paste into your google reviews standwithukraine stopputin nowar it was good however putin ruined our mood by invading ukraine rise up against your dictator stop killing innocent people your government is lying to you rise up
471377,ukraine ukraine two captured Russian Osa air defense systems were transported by volunteers to the base of the Ukrainian army
471457,russian warship go fuck yourself standwithukraine ❤️
471468,UN applies for $1 billion in humanitarian aid for victims of Russia's invasion of Ukraine news ukraine news ukraine
471491,"wirtschaftswoche germany a number of EU countries closed the skies for Russian aircraft in response, russia closed the skies and air transit for countries german aviation business is already suffering huge losses"
471691,the liberota squealed the oppositional Russian radio echo of gazprom was off the air ah ah yay and who is sitting there to the right of the well-known advertiser of the Kremlin Fuhrer and agrees ukraine ukrainerussiawar
471777,my ukrainian friends are asking for things more guns and more sanctions symbolic gestures that's nice of course but stingers mean more javelins mean more turning off western credit cards inside russia means more standwithukraine stopwarinukraine stoprussia
471938,"if you wanted to change power and remove Putin from the moldy throne, then now is the time for the Russian people, isn’t that what you all want for Ukraine to be bombed and civilians killed who can peacefully protest come out support Ukraine putin russia ukraine zelensky"
471971,message to paste into your google reviews standwithukraine stopputin nowar it was good however putin ruined our mood by invading ukraine rise up against your dictator stop killing innocent people your government is lying to you rise up
471979,"During the shelling of the TV tower in Kyiv by the Russian invaders, five people died, among them were not employees of the tower, but civilians against the war ukraine"
472014,a hospital destroyed to smithereens in Kharkov the Russian nation will not forgive you for this ukrainerussiawar putinhitler fckputin putinwarcriminal
472237,"Well, I understand galyonkin living in the USA, but here you are Russians living in Russia, why donate money to the Ukrainian army so that they continue to kill both their civilian population and Russian soldiers that you are protected in your mind epicgames egs ukraine"
472440,"sputnikato correct this Belarusian channel, but stopputin does not change the essence"
472673,mfarussia foreignaffairs rusembusa russiaun missionrussian russianembassy rusembireland embassyofrussia rusembindia rusembjakarta rusembegypt россия  путин  иди нахуй fuckputin putin killputin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine
473422,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
473534,Kharkiv region APU lead prisoners russiaukrainewar
473746,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
473881,"you remember that American intelligence never made a mistake during this war, so the official representative of the usa has just launched russia missiles in ukraine in the days of aircraft of the russian air force active troops are now launched an attack on kyiv has stalled"
474161,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
474202,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
474225,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
474321,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
474546,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
474749,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
474770,his hometown is destroyed by Russian weapons at the behest of a cold-blooded dictator who fears nothing more than the freedom of citizens
474834,mfarussia mbachelet missionrussian ggatilov unhumanrights unhrc russiaun missionrf unvienna ungeneva rusembswiss rusconsulgen россия  путин  иди нахуй fuckputin putin killputin fuckrussia standwithukraine ukrainerussianwar stopwarinukraine ukrainian
475144,ukraine ukraine two captured Russian Osa air defense systems were transported by volunteers to the base of the Ukrainian army
475146,ukraine ukraine tank shot at the leader of the shooting during today's battle in borodyanka
